Paper Title: Body area networks: A survey
29,Joint optimization and threshold structure dynamic programming with enhanced priority scheme for adaptive VANET MAC,27
30,Vehicle authentication via monolithically certified public key and attributes,27
31,DCNC: Throughput maximization via delay controlled network coding for wireless mesh networks,3
32,Evolving intuitionistic fuzzy priority classifier with bio-inspiration based scheduling scheme for WiMAX in vehicular ad-hoc networks,1
33,A cooperative forwarding scheme for social preference-based selfishness in mobile social networks,27
34,Adaptation of a routing algorithm in wireless video sensor network for disaster scenarios using JPEG 2000,0
35,Anycast tree-based routing in mobile wireless sensor networks with multiple sinks,8
36,LEACH-MAC: a new cluster head selection algorithm for Wireless Sensor Networks,22
37,Self soft fault detection based routing protocol for vehicular ad hoc network in city environment,21
38,An overview of performance trade-off mechanisms in routing protocol for green wireless sensor networks,7
39,Artificial intelligence based cognitive routing for cognitive radio networks,0
40,A new clustering routing method based on PECE for WSN,1
,Total,338
"
"
Paper Title: ECG-cryptography and authentication in body area networks
Citing Paper Number,Paper Title,Over-cite Count
1,Certificateless authentication protocol for wireless body area network,No PDF Found
2,Performance analysis of multiplexing and error control scheme for body area networks,9
3,Mobility management for IoT: a survey,19
4,Robust photoplethysmographic (PPG) based biometric authentication for wireless body area networks and m-health applications,No PDF Found
5,A novel fuzzy based bio-key management scheme for medical data security,No PDF Found
6,Towards an EEG-based brain-computer interface for online robot control,4
7,Authentication and key relay in medical cyber-physical systems,No PDF Found
8,Wearable body sensor network for health care applications,No PDF Found
9,Design of secure ECG-based biometric authentication in body area sensor networks,1
10,Reliability analysis of healthcare information systems: State of the art and future directions,No PDF Found
11,Fuzzy logic based unequal clustering for wireless sensor networks,3
12,EPTR: expected path throughput based routing protocol for wireless mesh network,26
13,Joint optimization and threshold structure dynamic programming with enhanced priority scheme for adaptive VANET MAC,27
14,Secure authentication for remote patient monitoring withwireless medical sensor networks,11
15,On the feasibility of Non-contact Cardiac Motion Sensing for emerging heart-based biometrics,No PDF Found
16,Scrutiny of unruly and abuse in wireless networks to mitigate physical layer threats using discriminate based misbehavior prevention,0
17,Securing data exchange in wireless multimedia sensor networks: perspectives and challenges,0
18,Biometric Inspired Mobile Network Authentication and Protocol Validation,1
19,Ambient and smartphone sensor assisted ADL recognition in multi-inhabitant smart environments,6
20,Fuzzy inference system wireless body area network architecture simulation for health monitoring,No PDF Found
21,A secure data authentication in wireless body area network for health monitoring using electrocardiogram-based key agreement,No PDF Found
22,An efficient and secure RSA based certificateless signature scheme for wireless sensor networks,No PDF Found
23,An efficient next hop selection algorithm for multi-hop body area networks,No PDF Found
24,A futuristic trust coefficient-based semi-Markov prediction model for mitigating selfish nodes in MANETs,0
25,An efficient Bio-key Management scheme for telemedicine applications,No PDF Found
26,Towards using physiological signals as cryptographic keys in Body Area Networks,No PDF Found
27,A comparison of key distribution schemes using fuzzy commitment and fuzzy vault within wireless body area networks,No PDF Found
28,A survey on lightweight block ciphers for low-resource devices: Comparative study and open issues,0
29,Automatic fall detection system based on the combined use of a smartphone and a smartwatch,No PDF Found
30,ACWSN: an adaptive cross layer framework for video transmission over wireless sensor networks,2
31,Variable-rate transmission method with coordinator election for wireless body area networks,15
32,Key Agreement Schemes in Wireless Body Area Networks: Taxonomy and State-of-the-Art,2
33,Hierarchical and Dynamic Elliptic Curve Cryptosystem Based Self-Certified Public Key Scheme for Medical Data Protection,No PDF Found
34,Textile-based body sensor networks and biomedical computing for healthcare applications,No PDF Found
35,Design of a portable 7-lead ECG monitoring system with low power front-end filtering circuit,No PDF Found
36,Revocable and Scalable Certificateless Remote Authentication Protocol with Anonymity for Wireless Body Area Networks,2
37,A sequence number based bait detection scheme to thwart grayhole attack in mobile ad hoc networks,15
38,QoE-based optimal resource allocation in wireless healthcare networks: opportunities and challenges,11
39,Toward self-authenticable wearable devices,0
40,A new delay jitter smoothing algorithm based on Pareto distribution in Cyber-Physical Systems,9
,Total,163
"
"
Paper Title: QoE-driven channel allocation schemes for multimedia transmission of priority-based secondary users over cognitive radio networks
Citing Paper Number,Paper Title,Over-cite Count
1,Interference-aware high-throughput channel allocation mechanism for CR-VANETs,7
2,Shielding video streaming against packet losses over VANETs,3
3,An ant colony optimization based routing algorithm for extending network lifetime in wireless sensor networks,0
4,QoE-based routing algorithms for H.264/SVC video over ad-hoc networks,1
5,Capacity of large hybrid erasure networks with random node distribution,16
6,Joint scheduling and routing using space–time graphs for TDM wireless mesh networks,3
7,Review of vehicular ad hoc network communication models including WVANET (Web VANET) model and WVANET future research directions,22
